
last year | at | CES
Cortana | appears with | series of suggested actions
Cortana | appears with | series of actions
Ash | accesses | Start menu
Cortana | appears with | series
user | has | trip
user | has | upcoming trip
Cortana | incorporates | data
Cortana | incorporates data With | your permission
your | contacts | web search history
Cortana | incorporates | data about your contacts
it | has | today
it | changes based on | time
they | 're useful in | morning
it | changes based on | time of day
they | 're | useful
it | has | here today
lot | showing | power
lot | really showing | power
simplification | removing | friction
lot | showing | power of intelligence
lot | is around | simplification
lot | really showing | power of intelligence
lot | removing | friction
Ash | of | favorite examples
Outlook | can take | note
your boss | asked | you
Outlook | remind | you
you | fail | respond
Outlook | can take note With | your permission
Outlook | automatically remind | you
Outlook | can take | note of fact
you | send | her something
things | is in | especially emails
I | meet with | corporate vice president of marketing for Office
I | meet with | vice president
I | meet with | corporate vice president
I | meet with | Kirk Koenigsbauer
Kirk Koenigsbauer | president of | marketing for Office
it.I | see | more
Cortana | notified in | time
I | meet with | vice president of marketing
I | meet with | vice president of marketing for Office
Cortana | notified | address
I | meet with | corporate vice president of marketing
Cortana | notified for | him
intelligence | is making | Office easier
Office | easier | use
2014 Microsoft | introduced | Delve
2014 Microsoft | introduced | kind
2014 Microsoft | introduced Delve In | September
Microsoft | introduced | kind of Fitbit
Microsoft | introduced Delve In | September
2014 Microsoft | introduced | kind of Fitbit
Microsoft | introduced | Delve
Microsoft | introduced | kind
Delve | kind of | Fitbit for productivity
Delve | kind of | Fitbit
you | do | meaningful work
you | do | complicated meaningful work
you | periods of | time
you | do | more complicated work
you | spend | how much time
you | time spend in | email
you | have extended | periods of time
you | do | work
you | do | more complicated meaningful work
you | spend | time
you | spend | much time
you | do | complicated work
you | have extended | periods
you | read | it
It | tells | you
you | actually read | it
you | time 've spent with | each your employees
you | time 've spent with | each of employees
you | time 've spent with | each employees
you | 've spent | how much time
you | 're | manager
Delve | can tell | you
you | time 've spent over | past week
you | 've spent | much time
you | 've spent | time
you | time 've spent with | each of your employees
it | has | today
Apps | look like | backwater by comparison
Apps | look like | neglected backwater
it | has | here today
Apps | look like | backwater
Apps | look like | neglected backwater by comparison
I | 'm bullish After | six months searching
I | 'm bullish After | six months
I | 'm | After six months searching still bullish on concept generally
I | 'm | After six months bullish on concept
I | 'm | After six months searching bullish on concept
I | 'm | After six months searching for killer bot bullish on concept
I | 'm | still bullish
I | 'm bullish After | six months searching for killer bot
I | 'm | After six months searching for killer bot still bullish on concept generally
I | 'm | After six months still bullish on concept
I | 'm | After six months searching for killer bot still bullish on concept
I | 'm | After six months searching still bullish on concept
I | 'm still bullish on | concept
I | 'm still bullish After | six months searching for killer bot
I | 'm | After six months still bullish on concept generally
I | 'm bullish on | concept generally
I | 'm | bullish
I | 'm | After six months searching bullish on concept generally
I | 'm | After six months searching for killer bot bullish on concept generally
I | 'm still bullish After | six months searching
I | 'm bullish on | concept
I | 'm | After six months bullish on concept generally
I | 'm still bullish After | six months
I | 'm still bullish on | concept generally
they | have felt at | times
we | 've seen on | platforms like Facebook Messenger
they | have felt like | slowest way
we | 've seen on | platforms
slowest way | use | internet
they | have felt like | way
way | use | internet
screaming | back to | interfaces
Most | seem | functional than SmarterChild-era bots
Most | seem | more functional than SmarterChild-era bots on AOL Instant Messenger
screaming | back to | graphical interfaces
